epoch,train_loss,val_loss,precision,recall,f1_score
1,2.0943153409192163,1.6475362658500672,0.47070471217582416,0.4784345047923323,0.4638533913541204
2,1.454871152874327,1.1589179337024689,0.6371791030350524,0.6333865814696485,0.6302452658619787
3,1.1241070906611255,0.9292774189263582,0.7058267711201308,0.694888178913738,0.6931172870698821
4,0.8865690244375354,0.7617439268156886,0.7739640402119213,0.7643769968051118,0.7640361984564353
5,0.7513650118434516,0.7016899835318327,0.78509036163769,0.7747603833865815,0.7730217227390561
6,0.6077776944985355,0.6481714811176061,0.7909488583077441,0.7779552715654952,0.7794150921125259
7,0.5164464059537345,0.5585518876090646,0.8267166368322095,0.8226837060702875,0.821732434114221
8,0.4494802971390912,0.5934315264225006,0.8209095137836498,0.8115015974440895,0.8129546933518164
9,0.39108934367660186,0.49550489261746405,0.8496661450585286,0.8442492012779552,0.8456385413561422
10,0.32278108895912655,0.4570473939180374,0.8595725707453982,0.8562300319488818,0.8561299167679328
11,0.262973372301046,0.45629808213561773,0.8609870077416131,0.8562300319488818,0.8550458421874781
12,0.25348419625393664,0.43090433459728955,0.8695035791748799,0.8682108626198083,0.8675523491470037
13,0.2049168102497602,0.47536001931875943,0.86965163543776,0.865814696485623,0.8659362385064766
14,0.18427429671813972,0.4178461263421923,0.8853469225745252,0.884185303514377,0.8835899577601996
15,0.1615050819831608,0.41903713811188936,0.889992901884498,0.8881789137380192,0.8879891737524355
16,0.13400877109409248,0.4181153559591621,0.884178287095133,0.8801916932907349,0.8803715744295517
17,0.11022194905927146,0.4153300135396421,0.8974239793340756,0.8961661341853036,0.8957722867324015
18,0.10483196001146397,0.40054552361834794,0.897819776912163,0.896964856230032,0.8966350774123285
19,0.08137632831659196,0.38446588853839786,0.9041548482212292,0.9033546325878594,0.9030556410490117
20,0.07809822635901888,0.38945304579101503,0.9053095537451921,0.9041533546325878,0.9036831083748026
21,0.07860386050748129,0.3773124886676669,0.9046565508033373,0.9041533546325878,0.9035639692680115
22,0.0646124140998471,0.38128829561173916,0.9034033410769023,0.902555910543131,0.9022283862538792
23,0.06344754432742722,0.36816822858527304,0.9100449312436456,0.9097444089456869,0.9091160631718299
24,0.05765294251508032,0.34096396435052156,0.9179418769708646,0.9169329073482428,0.9168219119132411
25,0.05181324065588143,0.35404944359324875,0.9123722357167394,0.9121405750798722,0.911773024146158
26,0.05448010293970795,0.3720409297849983,0.9090327551308403,0.90814696485623,0.9080639725026115
27,0.050269326246105625,0.36203912845812736,0.9144148210828498,0.9129392971246006,0.9128042267853285
28,0.05382527203815751,0.3565995242446661,0.9152159047472798,0.9145367412140575,0.9142129718278439
29,0.053035445038881836,0.353558451985009,0.9165043696351095,0.9161341853035144,0.9158533487223003
30,0.050033280809484694,0.3662044677650556,0.9124165575766134,0.9121405750798722,0.9118326797819482

Total Training Time (minutes):,35.20
